,Date,county Name,Distance,Time,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Avg Stride Length,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,AQI,Category
34,7/25/21,Middlesex,1.04,0:10:30,172,174,10:08,9:39,0.92,00:21.7,2,0:10:30,0:10:30,,
37,7/23/21,Middlesex,1.51,0:15:14,172,176,10:07,9:35,0.92,04:55.7,2,0:15:14,0:15:14,,
606,1/2/20,Westchester,1.07,0:11:07,170,174,10:22,8:34,0.91,00:43.9,2,0:11:06,0:13:41,45,Good
674,7/9/19,Westchester,2.16,0:22:21,170,178,10:22,5:04,0.91,01:22.7,3,0:22:07,0:22:21,50,Good
18,7/29/21,Middlesex,1.5,0:15:28,172,176,10:19,5:04,0.91,05:04.0,2,0:15:28,0:15:28,,
201,4/3/21,Middlesex,0.52,05:18.8,174,180,10:08,9:23,0.91,05:18.8,1,05:18.8,05:18.8,,
193,4/6/21,Middlesex,0.77,07:48.0,176,192,10:04,9:11,0.91,07:48.0,1,0:07:48,07:48.0,35,
135,5/30/21,Middlesex,8.96,1:30:05,176,190,10:03,6:21,0.91,09:30.3,9,1:30:01,1:38:35,23,
820,4/1/19,Westchester,0.1,00:58.5,188,192,9:22,4:35,0.91,00:00.0,1,0:00:56,00:58.5,41,Good
403,11/9/20,Middlesex,0.53,05:34.2,168,186,10:36,9:51,0.9,05:34.2,1,0:05:34,05:34.2,69,Moderate
86,6/22/21,Middlesex,0.26,02:43.0,172,190,10:27,9:57,0.9,02:43.0,1,0:02:43,02:43.0,,
29,7/26/21,Middlesex,1.5,0:15:38,172,184,10:25,9:55,0.9,05:11.6,2,0:15:38,0:15:55,,
127,6/1/21,Middlesex,0.25,02:38.1,172,192,10:23,9:52,0.9,02:38.1,1,0:02:38,02:38.1,,
47,7/18/21,Middlesex,1.04,0:10:48,172,180,10:21,9:42,0.9,00:24.9,2,0:10:48,0:10:48,,
38,7/21/21,Middlesex,1.5,0:15:27,174,178,10:18,9:41,0.9,05:10.1,2,0:15:27,0:15:27,,
320,12/8/20,Westchester,0.5,05:02.7,176,184,10:10,8:50,0.9,05:02.6,1,0:05:02,05:02.7,25,Good
1071,9/28/18,Westchester,3.52,0:39:53,158,182,11:19,5:33,0.89,00:00.0,4,0:39:34,0:39:57,22,Good
498,9/29/20,Middlesex,0.58,06:20.6,166,200,10:52,9:50,0.89,06:20.6,1,06:20.6,06:20.6,32,Good
929,1/2/19,Westchester,1.68,0:18:04,168,184,10:47,8:14,0.89,00:00.0,2,0:18:04,0:18:04,36,Good
2,8/8/21,Westchester,1.02,0:10:58,168,172,10:43,9:32,0.89,00:12.6,2,0:10:57,0:10:58,51,
15,7/30/21,Middlesex,1.5,0:15:58,170,176,10:38,9:23,0.89,05:27.5,2,0:15:57,0:15:58,,
153,5/17/21,Middlesex,0.8,08:25.5,170,192,10:35,9:05,0.89,08:25.5,1,0:08:25,08:25.5,45,
20,7/29/21,Middlesex,1.5,0:15:51,170,176,10:33,9:51,0.89,05:04.0,2,0:15:51,0:16:36,,
6,8/3/21,Westchester,1.75,0:18:26,172,180,10:32,10:07,0.89,07:57.4,2,0:18:26,0:19:59,35,
54,7/14/21,Middlesex,1,0:10:31,172,178,10:29,9:26,0.89,00:01.2,2,0:10:31,0:10:31,,
523,9/17/20,Middlesex,0.51,05:22.8,172,184,10:28,9:50,0.89,05:22.8,1,0:05:22,05:22.8,41,Good
51,7/16/21,Middlesex,2,0:20:52,174,180,10:25,8:51,0.89,00:01.3,3,0:20:51,0:20:54,,
215,3/29/21,Middlesex,0.72,07:25.0,176,182,10:17,8:59,0.89,07:25.0,1,0:07:24,07:25.0,,
313,12/11/20,Westchester,0.5,05:17.3,172,178,10:36,8:26,0.88,05:17.3,1,05:17.3,05:17.3,53,Moderate
72,6/29/21,Westchester,0.25,02:37.5,174,176,10:33,9:15,0.88,02:37.5,1,0:02:37,02:37.5,90,
100,6/11/21,Middlesex,0.52,05:27.7,174,190,10:29,9:46,0.88,05:27.7,1,05:27.7,05:27.7,,
216,3/26/21,Middlesex,0.77,07:59.6,176,186,10:20,5:36,0.88,07:59.6,1,07:59.6,07:59.6,,
1068,10/1/18,Westchester,2.22,0:24:49,166,190,11:09,6:29,0.87,00:00.0,3,0:24:48,0:24:49,37,Good
301,12/12/20,Westchester,0.5,05:34.9,168,200,11:04,9:45,0.87,05:34.9,1,05:34.9,05:34.9,48,Good
464,10/10/20,Middlesex,0.52,05:44.1,168,188,11:01,10:32,0.87,05:44.1,1,0:05:44,05:44.1,44,Good
9,8/2/21,Westchester,0.84,09:11.5,168,180,10:58,9:00,0.87,09:11.5,1,09:11.5,09:11.5,29,
13,8/1/21,Westchester,6,1:05:19,170,176,10:53,9:46,0.87,00:01.4,7,1:05:18,1:05:28,43,
400,11/11/20,Middlesex,0.51,05:32.1,170,188,10:49,10:12,0.87,05:32.1,1,0:05:32,05:32.1,22,Good
35,7/23/21,Middlesex,1.5,0:16:09,172,176,10:46,9:58,0.87,05:29.9,2,0:16:08,0:16:09,,
585,2/2/20,Middlesex,1.14,0:12:09,174,186,10:38,7:21,0.87,03:31.9,2,0:12:09,0:13:10,51,Moderate
526,9/15/20,Middlesex,0.52,05:47.0,168,192,11:12,9:47,0.86,05:47.1,1,0:05:47,05:47.0,24,Good
41,7/20/21,Middlesex,1.5,0:16:47,168,178,11:11,8:28,0.86,05:33.2,2,0:16:47,0:18:29,,
438,10/27/20,Middlesex,0.52,05:48.0,168,184,11:11,9:47,0.86,05:48.0,1,0:05:48,05:48.0,22,Good
384,11/16/20,Middlesex,0.26,02:51.5,168,184,11:09,9:33,0.86,02:51.5,1,02:51.5,02:51.5,28,Good
408,11/7/20,Middlesex,0.52,05:45.5,168,188,11:06,10:35,0.86,05:45.5,1,05:45.5,05:45.5,53,Moderate
21,7/28/21,Middlesex,2.5,0:27:27,170,176,10:59,9:39,0.86,05:17.7,3,0:27:27,0:28:38,,
245,2/24/21,Middlesex,0.5,05:27.7,170,178,10:57,5:14,0.86,05:27.7,1,0:05:27,05:27.7,,
182,4/14/21,Middlesex,0.78,08:25.2,174,190,10:48,9:58,0.86,08:25.2,1,0:08:25,08:25.2,38,
94,6/19/21,Middlesex,0.52,05:34.4,174,180,10:43,4:52,0.86,05:34.4,1,0:05:34,05:34.4,,
273,1/2/21,Westchester,0.52,05:52.4,168,214,11:16,7:24,0.85,05:52.5,1,0:05:52,05:52.4,24,
50,7/16/21,Middlesex,1,0:11:13,170,174,11:11,10:33,0.85,00:01.5,2,0:11:13,0:11:48,,
3,8/4/21,Westchester,1.7,0:19:00,170,182,11:09,10:40,0.85,07:48.5,2,0:18:59,0:19:00,39,
219,3/24/21,Middlesex,0.52,05:46.8,170,222,11:06,10:05,0.85,05:46.8,1,05:46.8,05:46.8,,
73,6/28/21,Middlesex,1,0:10:55,174,184,10:53,9:46,0.85,00:01.8,2,0:10:55,0:11:26,,
210,3/29/21,Middlesex,0.79,08:36.0,174,188,10:51,10:01,0.85,08:36.0,1,0:08:36,08:36.0,,
138,5/25/21,Middlesex,0.52,06:09.0,162,194,11:53,10:32,0.84,06:09.0,1,06:09.0,07:50.0,41,
1123,8/9/18,Westchester,1.93,0:22:24,164,174,11:34,5:55,0.84,00:00.0,2,0:22:23,0:22:24,44,Good
14,8/1/21,Westchester,1,0:11:30,168,172,11:27,9:56,0.84,00:01.7,2,0:11:30,0:11:30,43,
1080,9/15/18,Westchester,1.77,0:20:05,168,186,11:21,8:55,0.84,00:00.0,3,0:20:04,0:24:04,35,Good
111,6/8/21,Middlesex,0.5,05:36.5,170,188,11:16,6:43,0.84,05:36.5,1,0:05:36,05:36.5,,
1035,10/24/18,Westchester,1.78,0:20:01,170,174,11:16,10:11,0.84,00:00.0,2,0:20:00,0:20:01,26,Good
388,11/14/20,Middlesex,0.54,06:01.9,170,208,11:13,10:03,0.84,06:01.9,1,06:01.9,06:01.9,28,Good
418,11/4/20,Middlesex,0.52,05:51.9,170,190,11:13,10:20,0.84,05:51.9,1,05:51.9,05:51.9,25,Good
190,4/9/21,Middlesex,1.2,0:13:26,172,198,11:10,5:46,0.84,02:07.6,2,0:13:26,0:13:26,40,
26,7/27/21,Middlesex,1.51,0:16:46,172,186,11:08,9:58,0.84,05:40.6,2,0:16:46,0:16:46,,
736,4/30/19,Westchester,0.24,02:54.1,160,172,12:07,9:04,0.83,00:00.0,1,0:02:46,02:54.1,29,Good
0,8/8/21,Westchester,1,0:11:37,168,176,11:34,7:09,0.83,00:02.1,2,0:11:37,0:11:37,51,
515,9/22/20,Middlesex,0.51,05:49.9,170,184,11:22,10:31,0.83,05:49.9,1,05:49.9,05:49.9,34,Good
1133,7/25/18,Westchester,3,0:38:12,154,186,12:43,8:46,0.82,00:00.0,4,0:38:11,0:39:10,24,Good
1127,7/30/18,Westchester,2.62,0:31:42,162,186,12:05,8:11,0.82,00:00.0,3,0:29:42,0:31:46,27,Good
360,11/26/20,Westchester,0.26,02:59.4,170,194,11:34,10:11,0.82,02:59.4,1,0:02:59,02:59.4,27,Good
966,12/7/18,Westchester,2.67,0:31:21,170,194,11:44,5:56,0.81,00:00.0,3,0:31:12,0:31:45,26,Good
592,1/14/20,Middlesex,0.27,03:09.8,170,178,11:37,9:24,0.81,00:00.0,1,03:09.8,03:09.8,32,Good
486,10/3/20,Middlesex,0.55,06:38.8,166,184,12:08,10:58,0.8,06:38.8,1,06:38.8,06:38.8,36,Good
505,9/26/20,Middlesex,0.52,06:10.7,168,182,11:59,11:04,0.8,06:10.7,1,06:10.7,06:10.7,48,Good
1130,7/27/18,Westchester,3.14,0:39:58,160,188,12:44,5:09,0.79,00:00.0,4,0:38:55,0:39:58,54,Moderate
1078,9/17/18,Westchester,1.22,0:15:01,164,180,12:19,8:12,0.79,00:00.0,2,0:15:01,0:15:01,24,Good
12,8/1/21,Westchester,1,0:12:13,168,172,12:11,11:17,0.79,00:01.5,2,0:12:12,0:12:13,43,
22,7/28/21,Middlesex,0.56,06:50.9,168,176,12:09,10:48,0.79,06:50.9,1,06:50.9,06:50.9,,
1075,9/20/18,Westchester,0.49,05:56.0,168,172,12:05,10:10,0.79,00:00.0,1,0:05:47,05:56.0,24,Good
230,3/17/21,Middlesex,0.42,05:11.6,168,186,12:18,10:55,0.78,05:11.6,1,0:05:11,05:11.6,,
474,10/8/20,Middlesex,0.51,06:14.0,170,182,12:10,11:23,0.78,06:14.0,1,0:06:14,06:14.0,29,Good
376,11/21/20,Westchester,0.16,02:00.5,166,186,12:31,9:44,0.77,02:00.5,1,02:00.5,02:00.5,43,Good
76,6/27/21,Middlesex,1,0:12:06,172,182,12:05,10:55,0.77,00:01.1,2,0:12:06,0:14:47,,
663,7/20/19,Westchester,2.16,0:33:51,130,176,15:42,7:33,0.76,03:23.9,3,0:33:10,0:38:48,43,Good
445,10/24/20,Middlesex,0.52,06:36.7,168,184,12:42,11:03,0.75,06:36.7,1,0:06:36,06:36.7,26,Good
426,10/31/20,Middlesex,0.52,06:44.8,166,196,13:05,4:15,0.74,06:44.8,1,06:44.8,06:44.8,36,Good
455,10/20/20,Middlesex,0.52,07:16.1,166,192,13:53,12:50,0.7,07:16.1,1,0:07:16,07:16.1,30,Good
716,5/13/19,Westchester,1.62,0:31:57,118,204,19:41,5:32,0.69,13:46.3,2,0:31:46,0:31:58,31,Good
477,10/6/20,Middlesex,0.5,07:14.6,166,196,14:31,12:41,0.67,07:14.7,1,07:14.6,07:14.6,34,Good
372,11/21/20,Westchester,0.1,01:30.9,164,200,14:55,13:51,0.66,01:30.9,1,0:01:28,01:30.9,43,Good
590,1/16/20,Middlesex,0,00:01.6,184,184,16:18,--,0.54,00:00.0,1,0:00:00,00:01.6,32,Good
377,11/21/20,Westchester,0.01,00:02.1,--,--,4:59,10:15,0,00:02.1,1,0:00:02,00:02.1,43,Good
1134,7/24/18,Westchester,0,00:00.8,--,--,4:55,--,0,00:00.0,1,0:00:00,00:00.8,22,Good
708,5/14/19,Westchester,0.06,00:14.8,--,--,4:24,4:20,0,00:00.0,1,0:00:14,00:14.8,19,Good
711,5/14/19,Westchester,0.06,00:14.5,--,--,4:21,3:42,0,00:00.0,1,0:00:10,00:14.5,19,Good
748,4/23/19,Westchester,0.03,00:08.6,--,--,4:20,4:00,0,00:00.0,1,0:00:06,00:08.6,44,Good
707,5/14/19,Westchester,0.13,00:34.5,--,--,4:16,3:49,0,00:00.0,1,0:00:32,00:34.5,19,Good
747,4/23/19,Westchester,0.04,00:09.3,--,--,3:51,4:13,0,00:00.0,1,0:00:09,00:10.2,44,Good
